dataset,dialogue_id,utterance_idx,speaker,split,utterance,gpt-4o_intention,donation_amount,donation_made
P4G,20180723-042226_724_live,4,ER,train,Do you currently give any money to charity on a regular basis?,Inquiring about the other person's charitable activities,0.5,1
P4G,20180723-042226_724_live,5,EE,train,"Yes, I try to help time to time",Confirming participation in charitable activities,0.5,1
P4G,20180723-042226_724_live,6,ER,train,Any charity in particular?,Asking for specifics about the charities supported,0.5,1
P4G,20180723-042226_724_live,7,EE,train,"No, anything that catches my eyes, or I find them on gofundme, what about you?",Explaining the approach to choosing charities and inquiring about the other person's activities,0.5,1
P4G,20180723-042226_724_live,8,ER,train,I have a few payments set up monthly.,Sharing personal charitable activities,0.5,1
P4G,20180723-042226_724_live,9,ER,train,I assume then you've heard of Save the Children and the great work they do with young people?,Introducing a specific charity (Save the Children),0.5,1
P4G,20180723-042226_724_live,10,EE,train,"Yes, I've heard of it.",Confirming awareness of the charity,0.5,1
P4G,20180723-042226_724_live,11,EE,train,Can you please explain more about it?,Requesting more information about the charity,0.5,1
P4G,20180723-042226_724_live,12,ER,train,"Firstly, they provide funds and support services to help protect vulnerable children all over the world.",Providing information about the charity's activities,0.5,1
P4G,20180723-042226_724_live,13,ER,train,Once the children have a safe environment the next priority is to improve their lives via education and other resources.,Continuing to provide information about the charity's priorities,0.5,1
P4G,20180723-042226_724_live,14,ER,train,They really make a difference to the lives of children in poverty or destitution.,Emphasizing the impact of the charity's work,0.5,1
P4G,20180723-042226_724_live,15,EE,train,I am interested in it.,Expressing interest in the charity,0.5,1
P4G,20180723-042226_724_live,16,EE,train,I already checked their website.,Indicating prior research on the charity,0.5,1
P4G,20180723-042226_724_live,17,EE,train,Health and education both are important factors,Stating the importance of health and education,0.5,1
P4G,20180723-042226_724_live,18,ER,train,Absolutely.,Agreeing with the importance of health and education,0.5,1
P4G,20180723-042226_724_live,19,ER,train,And the great thing for us is that even a very small donation goes a long way due to the number of people who can donate!,Highlighting the impact of small donations,0.5,1
P4G,20180723-042226_724_live,20,ER,train,We're asking people today to give a small part of the payment for this HIT to the charity.,Requesting a small donation from the other person,0.5,1
P4G,20180723-042226_724_live,21,ER,train,You'll get a box pop up at teh end of our chat which will give you the opportunity to donate something.,Informing about the donation process at the end of the chat,0.5,1
P4G,20180723-042226_724_live,22,ER,train,"Obviously the more the better, but I also appreciate that you aren't turking for free so you can judge it yourself.",Encouraging a larger donation but acknowledging the other person's financial situation,0.5,1
P4G,20180723-042226_724_live,23,EE,train,Actually I like these kind of HITs.,Expressing a positive attitude towards donation-based HITs,0.5,1
P4G,20180723-042226_724_live,24,EE,train,I did few HITs before that asked me to donate my bonus or half of the reward.,Sharing past experiences with similar HITs,0.5,1
P4G,20180723-042342_809_live,0,ER,train,Hello how do you feel about the Save the Children charity?,Initiate conversation and gauge opinion on Save the Children charity,0.0,0
P4G,20180723-042342_809_live,1,EE,train,I think it's a scam,Express skepticism and negative opinion about the charity,0.0,0
P4G,20180723-042342_809_live,2,ER,train,"Oh no not at all they do tons of good  is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",Defend the charity and provide information about its mission,0.0,0
P4G,20180723-042342_809_live,3,EE,train,I don't believe it.,Express disbelief in the charity's legitimacy,0.0,0
P4G,20180723-042342_809_live,4,EE,train,There is no way to prove where all those funds go.,Question the transparency of the charity's fund allocation,0.0,0
P4G,20180723-042342_809_live,5,EE,train,Plus there are starving children right here in america,Highlight local issues to counter the charity's focus,0.0,0
P4G,20180723-042342_809_live,6,ER,train,This is a great organization and I am sure that they would not be allowed to continue the way they do if the money was not going where it is suppose to and every penny being accounted for.,Reaffirm trust in the charity's accountability and transparency,0.0,0
P4G,20180723-042342_809_live,7,ER,train,They do so much good in the world yes there are hungry kids here but millions of Syrian children have grown up facing the daily threat of violence.,Emphasize the charity's global impact and the severity of issues it addresses,0.0,0
P4G,20180723-042342_809_live,8,ER,train,"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",Provide specific data to support the charity's impact,0.0,0
P4G,20180723-042342_809_live,9,EE,train,That is all your opinion.,Dismiss the provided information as opinion,0.0,0
P4G,20180723-042342_809_live,10,EE,train,You have no facts to back that up.,Challenge the credibility of the information provided,0.0,0
P4G,20180723-042342_809_live,11,ER,train,Yes part of the money does go to pay for things like advertising and all that but over 88% of the donations they recieve are sent where they are needed and that includes in the United States believe it or not.,Clarify the allocation of donations and provide supporting data,0.0,0
P4G,20180723-042342_809_live,12,ER,train,This is according to a website that breaks down info on different charities,Cite a source to back up the information provided,0.0,0
P4G,20180723-042342_809_live,13,EE,train,Like I said those are opinions.,Reiterate that the information provided is opinion-based,0.0,0
P4G,20180723-042342_809_live,14,EE,train,There are no facts that prove that to be true.,Assert the lack of factual evidence supporting the charity's claims,0.0,0
P4G,20180723-042342_809_live,15,EE,train,There are no laws that stop them from lying to people either.,Claim that there are no regulations preventing the charity from being dishonest,0.0,0
P4G,20180723-042342_809_live,16,EE,train,I have never meet anyone who has been aided by that organization.,Express personal lack of evidence of the charity's impact,0.0,0
P4G,20180723-042342_809_live,17,EE,train,Infomercials don't impress me.,Discredit the charity's promotional efforts,0.0,0
P4G,20180723-042342_809_live,18,ER,train,How about the fact that they have been around for over 100 years scams do not stay around that long,Argue the charity's long-standing presence as evidence of its legitimacy,0.0,0
P4G,20180723-042342_809_live,19,EE,train,Yes they do.,Disagree with the argument presented,0.0,0
P4G,20180723-042342_809_live,20,EE,train,Have you ever heard of evangelism?,Draw a parallel with evangelism to question the charity's legitimacy,0.0,0
P4G,20180723-042342_809_live,21,EE,train,"Again, you're only giving me an opinion.",Reiterate that the information provided is opinion-based,0.0,0
P4G,20180723-042342_809_live,22,EE,train,I just can't see any good being done.,Express inability to see the charity's positive impact,0.0,0
P4G,20180723-042342_809_live,23,ER,train,What about the after school programs they have right here in the US or the head start programs that they offer in many rural areas?,Provide examples of the charity's local programs,0.0,0
P4G,20180723-042342_809_live,24,ER,train,Just because it is not happening somewhere that you see everyday does not mean that it does not exsist.,Argue that lack of personal observation does not negate the charity's existence,0.0,0
P4G,20180723-042342_809_live,25,ER,train,They actually fund the head start that my child will be going to till fall.,Share personal experience with the charity's programs,0.0,0
P4G,20180723-042342_809_live,26,ER,train,Would you be willing to atleast donate some of what you are getting paid for this study?,Request a donation from the conversation partner,0.0,0
P4G,20180723-042342_809_live,27,ER,train,Right now save the children has a partnership that will double any donation made so any little bit would help,Highlight a matching donation opportunity to encourage contribution,0.0,0
P4G,20180723-042344_940_live,0,ER,test,How much money do you spend daily on extras like a coffee or treat?,Initiate conversation about daily spending on non-essentials,0.0,0
P4G,20180723-042344_940_live,1,EE,test,"I spend about 5 dollars a day, you?",Respond to question and reciprocate inquiry,0.0,0
P4G,20180723-042344_940_live,2,ER,test,About 1 dollar per day.,Provide personal spending information,0.0,0
P4G,20180723-042344_940_live,3,ER,test,Do you think that amount of money would make a difference in a needy child's life?,Prompt reflection on the impact of spending on a needy child,0.0,0
P4G,20180723-042344_940_live,4,EE,test,I think it would in many places,Express belief in the positive impact of the money,0.0,0
P4G,20180723-042344_940_live,5,ER,test,I agree.,Express agreement,0.0,0
P4G,20180723-042344_940_live,6,ER,test,Are you familiar with a charity called Save the Children?,Introduce the topic of a specific charity,0.0,0
P4G,20180723-042344_940_live,7,EE,test,No i am not can you explain?,Express lack of knowledge and request more information,0.0,0
P4G,20180723-042344_940_live,8,ER,test,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",Provide detailed information about the charity,0.0,0
P4G,20180723-042344_940_live,9,EE,test,Wow thats great.,Express positive reaction,0.0,0
P4G,20180723-042344_940_live,10,EE,test,How can I help?,Inquire about ways to help,0.0,0
P4G,20180723-042344_940_live,11,ER,test,"We can help by making a donation which is essential to help ensuring children's rights to health, education, safety, etc.",Explain how to help through donations,0.0,0
P4G,20180723-042344_940_live,12,EE,test,Thank you.,Express gratitude,0.0,0
P4G,20180723-042421_113_live,0,ER,train,This site Helps many child,Provide information about the site,0.0,0
P4G,20180723-042421_113_live,1,EE,train,What kind of children does it help?,Seek clarification on the type of children helped,0.0,0
P4G,20180723-042421_113_live,2,ER,train,Their motto is to help children's future...that every child deserves a future,Explain the organization's motto,0.0,0
