dataset,dialogue_id,utterance_idx,speaker,utterance,gpt-4o_speaker_intention,Salary,Position,Weekly holiday,Workplace,Company
ji,88b36918-1d6e-11e9-8459-6c96cfdf0295,0,recruiter,Hello,To initiate the conversation,40.0,Designer,2.0,Sydney,Apple
ji,88b36918-1d6e-11e9-8459-6c96cfdf0295,1,worker,Does it pay more?,To inquire about the salary increase,40.0,Designer,2.0,Sydney,Apple
ji,88b36918-1d6e-11e9-8459-6c96cfdf0295,2,worker,I'm here,To confirm presence and readiness to engage in conversation,40.0,Designer,2.0,Sydney,Apple
ji,88b36918-1d6e-11e9-8459-6c96cfdf0295,3,recruiter,is 33 good for you?,To propose a salary offer,40.0,Designer,2.0,Sydney,Apple
ji,88b36918-1d6e-11e9-8459-6c96cfdf0295,4,worker,"That's a little low, How about 40",To negotiate for a higher salary,40.0,Designer,2.0,Sydney,Apple
ji,88b36918-1d6e-11e9-8459-6c96cfdf0295,5,recruiter,40 is fine,To agree to the worker's salary request,40.0,Designer,2.0,Sydney,Apple
ji,88b40c0c-1d6e-11e9-8d1b-6c96cfdf0295,0,recruiter,Hi,Initiate conversation,40.0,Engineer,2.0,Beijing,Facebook
ji,88b40c0c-1d6e-11e9-8d1b-6c96cfdf0295,1,recruiter,How are you?,Express interest in the worker's well-being,40.0,Engineer,2.0,Beijing,Facebook
ji,88b40c0c-1d6e-11e9-8d1b-6c96cfdf0295,2,worker,"Hello. I am good, thanks. How about you?",Respond politely and reciprocate the question,40.0,Engineer,2.0,Beijing,Facebook
ji,88b4b33e-1d6e-11e9-a6e2-6c96cfdf0295,0,recruiter,Looking for an Apple designer,To inform the worker about the job position available,45.0,Designer,3.0,Sydney,Apple
ji,88b4b33e-1d6e-11e9-a6e2-6c96cfdf0295,1,worker,I would like 50 per hour,To express the desired hourly rate for the job,45.0,Designer,3.0,Sydney,Apple
ji,88b560f4-1d6e-11e9-999d-6c96cfdf0295,0,recruiter,I can give you any salary you want if you work at google,To persuade the worker to consider working at Google by offering a flexible salary.,50.0,Manager,2.0,Beijing,Apple
ji,88b560f4-1d6e-11e9-999d-6c96cfdf0295,1,worker,Can I work in bejing and in sales?,To inquire about the possibility of working in a specific location and department.,50.0,Manager,2.0,Beijing,Apple
ji,88b560f4-1d6e-11e9-999d-6c96cfdf0295,2,worker,6 weeks Holiday pay,To express a desire for a specific amount of holiday pay.,50.0,Manager,2.0,Beijing,Apple
ji,88b69ef6-1d6e-11e9-b5cf-6c96cfdf0295,0,worker,26,To provide an initial response or identifier,35.0,Engineer,4.0,Tokyo,Google
ji,88b69ef6-1d6e-11e9-b5cf-6c96cfdf0295,1,recruiter,Hi.  What are your priorities?,To inquire about the worker's priorities,35.0,Engineer,4.0,Tokyo,Google
ji,88b7d7ba-1d6e-11e9-80a2-6c96cfdf0295,0,worker,Hi,initiate conversation,35.0,Manager,3.0,Seoul,Google
ji,88b7d7ba-1d6e-11e9-80a2-6c96cfdf0295,1,recruiter,hello I do have a job available in Seoul,inform about job availability,35.0,Manager,3.0,Seoul,Google
ji,88b7d7ba-1d6e-11e9-80a2-6c96cfdf0295,2,recruiter,manager position with google,provide job details,35.0,Manager,3.0,Seoul,Google
ji,88b9b046-1d6e-11e9-8bf4-6c96cfdf0295,0,worker,How do you feel about working at Apple?,To inquire about the recruiter's feelings towards working at Apple,35.0,Engineer,3.0,Beijing,Apple
ji,88b9b046-1d6e-11e9-8bf4-6c96cfdf0295,1,recruiter,I like it,To express a positive sentiment about working at Apple,35.0,Engineer,3.0,Beijing,Apple
ji,88ba5386-1d6e-11e9-862a-6c96cfdf0295,0,recruiter,Hello,Initiate conversation,50.0,Manager,5.0,Sydney,Apple
ji,88ba5386-1d6e-11e9-862a-6c96cfdf0295,1,worker,hi,Respond to greeting,50.0,Manager,5.0,Sydney,Apple
ji,88ba5386-1d6e-11e9-862a-6c96cfdf0295,2,recruiter,You are concerned about more salary?,Clarify worker's concern about salary,50.0,Manager,5.0,Sydney,Apple
ji,88ba5386-1d6e-11e9-862a-6c96cfdf0295,3,worker,yes,Confirm concern about salary,50.0,Manager,5.0,Sydney,Apple
ji,88ba5386-1d6e-11e9-862a-6c96cfdf0295,4,worker,i was thinking 50/hr,Express desired salary rate,50.0,Manager,5.0,Sydney,Apple
ji,88c30876-1d6e-11e9-9196-6c96cfdf0295,0,worker,Hi,To initiate the conversation,35.0,Designer,4.0,Tokyo,Apple
ji,88c30876-1d6e-11e9-9196-6c96cfdf0295,1,recruiter,"Hi, I have positions as both a Manager and a designer available",To inform the worker about available job positions,35.0,Designer,4.0,Tokyo,Apple
ji,88c30876-1d6e-11e9-9196-6c96cfdf0295,2,worker,that sounds good,To express interest in the available positions,35.0,Designer,4.0,Tokyo,Apple
ji,88c3ab98-1d6e-11e9-8d6b-6c96cfdf0295,0,worker,Hello,Initiate conversation,36.0,Designer,6.0,Sydney,Amazon
ji,88c3ab98-1d6e-11e9-8d6b-6c96cfdf0295,1,worker,I am looking for a job in Sydney,Express desire to find a job in Sydney,36.0,Designer,6.0,Sydney,Amazon
ji,88c3ab98-1d6e-11e9-8d6b-6c96cfdf0295,2,recruiter,Hello. What type of position would you want?,Inquire about the type of position the worker wants,36.0,Designer,6.0,Sydney,Amazon
ji,88c3ab98-1d6e-11e9-8d6b-6c96cfdf0295,3,worker,I would like to be a designer at Amazon,Express desire for a specific job position at Amazon,36.0,Designer,6.0,Sydney,Amazon
ji,88c3ab98-1d6e-11e9-8d6b-6c96cfdf0295,4,recruiter,What salary are you looking for?,Inquire about the worker's salary expectations,36.0,Designer,6.0,Sydney,Amazon
ji,88c451cc-1d6e-11e9-9b41-6c96cfdf0295,0,recruiter,Hello,Initiate conversation,40.0,Engineer,4.0,Seoul,Google
ji,88c451cc-1d6e-11e9-9b41-6c96cfdf0295,1,worker,Hello.,Acknowledge and reciprocate greeting,40.0,Engineer,4.0,Seoul,Google
ji,88c4ff78-1d6e-11e9-bf0c-6c96cfdf0295,0,recruiter,salary 25,To inform the worker about the salary offer,35.0,Engineer,4.0,Tokyo,Google
ji,88c4ff78-1d6e-11e9-bf0c-6c96cfdf0295,1,recruiter,3 days of holiday a week,To inform the worker about the holiday offer,35.0,Engineer,4.0,Tokyo,Google
ji,88c5caa2-1d6e-11e9-9e3b-6c96cfdf0295,0,worker,hello what jobs can you offer me?,To inquire about job opportunities available.,41.0,Designer,3.0,Beijing,Apple
ji,88c5caa2-1d6e-11e9-9e3b-6c96cfdf0295,1,recruiter,I have a supervisory customer service job as well as a few warehouse openings.,To inform the worker about the available job positions.,41.0,Designer,3.0,Beijing,Apple
ji,88c5caa2-1d6e-11e9-9e3b-6c96cfdf0295,2,worker,hmm....I was thinking more on the lines of manager of facebook? ;),To express a humorous or unrealistic job preference.,41.0,Designer,3.0,Beijing,Apple
ji,88c5caa2-1d6e-11e9-9e3b-6c96cfdf0295,3,worker,I like to work as little as possible too...,To convey a preference for minimal work effort.,41.0,Designer,3.0,Beijing,Apple
ji,88c5caa2-1d6e-11e9-9e3b-6c96cfdf0295,4,recruiter,"We currently don't participate in social media, but this could be a trailblasing job",To suggest a potential new role and its pioneering nature.,41.0,Designer,3.0,Beijing,Apple
ji,88c730d8-1d6e-11e9-98ad-6c96cfdf0295,0,worker,were you negotiating with someone else?,To inquire if the recruiter was previously engaged in a negotiation with someone else,25.0,Sales,4.0,Sydney,Facebook
ji,88c730d8-1d6e-11e9-98ad-6c96cfdf0295,1,worker,I just got on,To clarify their own recent arrival to the conversation,25.0,Sales,4.0,Sydney,Facebook
ji,88c730d8-1d6e-11e9-98ad-6c96cfdf0295,2,recruiter,I was not,To deny having negotiated with someone else,25.0,Sales,4.0,Sydney,Facebook
ji,88c88a3a-1d6e-11e9-b0f0-6c96cfdf0295,0,recruiter,what salary are you looking for,To inquire about the worker's salary expectations.,34.0,Designer,3.0,Tokyo,Google
ji,88c88a3a-1d6e-11e9-b0f0-6c96cfdf0295,1,worker,"Hi, I'm looking for a salary in the mid 30s a hour.",To express the desired salary range.,34.0,Designer,3.0,Tokyo,Google
ji,88c88a3a-1d6e-11e9-b0f0-6c96cfdf0295,2,worker,I am also looking for an engineering position preferable with Google.,To specify the desired job position and company.,34.0,Designer,3.0,Tokyo,Google
ji,88c88a3a-1d6e-11e9-b0f0-6c96cfdf0295,3,worker,Do you have this position with Google or Apple?,To inquire about the availability of positions at specific companies.,34.0,Designer,3.0,Tokyo,Google
ji,88c93f86-1d6e-11e9-8b2b-6c96cfdf0295,0,worker,35 is better,Expressing a preference for a specific number (35),41.0,Designer,4.0,Beijing,Amazon
ji,88c93f86-1d6e-11e9-8b2b-6c96cfdf0295,1,worker,how many days off?,Inquiring about the number of days off,41.0,Designer,4.0,Beijing,Amazon
ji,88c93f86-1d6e-11e9-8b2b-6c96cfdf0295,2,worker,Hello?,Seeking a response or acknowledgment,41.0,Designer,4.0,Beijing,Amazon
ji,88c93f86-1d6e-11e9-8b2b-6c96cfdf0295,3,recruiter,SO WOULD YOU ACCEPT MANAGER AT APPLE,Offering a job position at Apple,41.0,Designer,4.0,Beijing,Amazon
ji,88cac138-1d6e-11e9-bf06-6c96cfdf0295,0,worker,Hi,greet the recruiter,35.0,Manager,4.0,Seoul,Amazon
ji,88cac138-1d6e-11e9-bf06-6c96cfdf0295,1,recruiter,Hi how are u?,initiate a polite conversation and inquire about the worker's well-being,35.0,Manager,4.0,Seoul,Amazon
ji,88cd5058-1d6e-11e9-bac1-6c96cfdf0295,0,recruiter,hello,Initiate conversation,40.0,Designer,6.0,Beijing,Facebook
ji,88cd5058-1d6e-11e9-bac1-6c96cfdf0295,1,worker,hi,Respond to greeting,40.0,Designer,6.0,Beijing,Facebook
ji,88cd5058-1d6e-11e9-bac1-6c96cfdf0295,2,worker,I like going on holiday,Express personal interest,40.0,Designer,6.0,Beijing,Facebook
ji,88cd5058-1d6e-11e9-bac1-6c96cfdf0295,3,worker,I'm also interested in working for Google,Express career interest,40.0,Designer,6.0,Beijing,Facebook
ji,88cd5058-1d6e-11e9-bac1-6c96cfdf0295,4,recruiter,how does that sound?,Seek confirmation or opinion,40.0,Designer,6.0,Beijing,Facebook
ji,88cdeeba-1d6e-11e9-804a-6c96cfdf0295,0,worker,are there any designer jobs with apple?,To inquire about the availability of designer jobs at Apple,35.0,Designer,4.0,Tokyo,Apple
ji,88cea014-1d6e-11e9-84a2-6c96cfdf0295,0,worker,hello,Initiate conversation,35.0,Engineer,2.0,Tokyo,Google
ji,88cea014-1d6e-11e9-84a2-6c96cfdf0295,1,recruiter,"Hello, I would like to apply for a position with Google",Express interest in applying for a position,35.0,Engineer,2.0,Tokyo,Google
ji,88cea014-1d6e-11e9-84a2-6c96cfdf0295,2,worker,you are the recruiter,Clarify roles in the conversation,35.0,Engineer,2.0,Tokyo,Google
ji,88cea014-1d6e-11e9-84a2-6c96cfdf0295,3,worker,I am the worker,Clarify roles in the conversation,35.0,Engineer,2.0,Tokyo,Google
ji,88cea014-1d6e-11e9-84a2-6c96cfdf0295,4,recruiter,"I appologige, I was thinking of my last position",Apologize and correct previous statement,35.0,Engineer,2.0,Tokyo,Google
ji,88cea014-1d6e-11e9-84a2-6c96cfdf0295,5,recruiter,May I help you?,Offer assistance,35.0,Engineer,2.0,Tokyo,Google
ji,88cf3f9c-1d6e-11e9-9587-6c96cfdf0295,0,recruiter,Hello,Initiate conversation,35.0,Engineer,4.0,Seoul,Google
ji,88cf3f9c-1d6e-11e9-9587-6c96cfdf0295,1,worker,hi,Respond to greeting,35.0,Engineer,4.0,Seoul,Google
ji,88cf3f9c-1d6e-11e9-9587-6c96cfdf0295,2,worker,I need a job; do you have anything open?,Express need for a job and inquire about openings,35.0,Engineer,4.0,Seoul,Google
ji,88cf3f9c-1d6e-11e9-9587-6c96cfdf0295,3,recruiter,yes,Confirm availability of job openings,35.0,Engineer,4.0,Seoul,Google
ji,88d14fe4-1d6e-11e9-8a17-6c96cfdf0295,0,recruiter,I tried sending mine,To inform the worker about an attempt to send something,37.0,Engineer,4.0,Beijing,Google
ji,88d14fe4-1d6e-11e9-8a17-6c96cfdf0295,1,recruiter,it didn't work either,To express that the attempt to send something was unsuccessful,37.0,Engineer,4.0,Beijing,Google
ji,88d14fe4-1d6e-11e9-8a17-6c96cfdf0295,2,worker,I am so confused lol,To express confusion about the situation,37.0,Engineer,4.0,Beijing,Google
ji,88d1fe1c-1d6e-11e9-bdb5-6c96cfdf0295,0,recruiter,Hello,Initiate conversation,45.0,Engineer,2.0,Seoul,Facebook
ji,88d1fe1c-1d6e-11e9-bdb5-6c96cfdf0295,1,recruiter,anyone there?,Check for presence or response,45.0,Engineer,2.0,Seoul,Facebook
ji,88d1fe1c-1d6e-11e9-bdb5-6c96cfdf0295,2,worker,Hello!  I'm looking for a position as an Engineer with either Amazon or Facebook.,Express desire for a job with specific companies,45.0,Engineer,2.0,Seoul,Facebook
ji,88d1fe1c-1d6e-11e9-bdb5-6c96cfdf0295,3,recruiter,"ok, this is a little confusing, let me see",Express confusion and intent to clarify,45.0,Engineer,2.0,Seoul,Facebook
ji,88d36892-1d6e-11e9-a794-6c96cfdf0295,0,worker,I am looking for a manager position at Apple,Expressing a desire to find a manager position at Apple,20.0,Designer,3.0,Tokyo,Google
ji,88d36892-1d6e-11e9-a794-6c96cfdf0295,1,recruiter,I have a position. I can offer 20 an hour,Offering a job position with specific pay details,20.0,Designer,3.0,Tokyo,Google
ji,88d36892-1d6e-11e9-a794-6c96cfdf0295,2,worker,Sounds good.  4 holidays per week or what do you have?,Seeking clarification on holiday benefits and expressing interest,20.0,Designer,3.0,Tokyo,Google
ji,88d36892-1d6e-11e9-a794-6c96cfdf0295,3,recruiter,"I was going to offer 2, but I will do 3 if that's okay with you.",Negotiating holiday benefits and seeking agreement,20.0,Designer,3.0,Tokyo,Google
ji,88d41af8-1d6e-11e9-b7ed-6c96cfdf0295,0,recruiter,How are you.,To initiate the conversation and establish rapport.,25.0,Sales,3.0,Tokyo,Amazon
ji,88d41af8-1d6e-11e9-b7ed-6c96cfdf0295,1,worker,"I am good, and you?",To respond politely and reciprocate the inquiry.,25.0,Sales,3.0,Tokyo,Amazon
ji,88d41af8-1d6e-11e9-b7ed-6c96cfdf0295,2,recruiter,"Good.  I propose $25 an hour, with 3 weekly holidays and working in Sydney.  That is fair",To propose a job offer and express belief in its fairness.,25.0,Sales,3.0,Tokyo,Amazon
ji,88d41af8-1d6e-11e9-b7ed-6c96cfdf0295,3,recruiter,What do you say to that?,To seek the worker's opinion or acceptance of the offer.,25.0,Sales,3.0,Tokyo,Amazon
ji,88d41af8-1d6e-11e9-b7ed-6c96cfdf0295,4,worker,"I would be willing to take the $25 per hour and 3 weekly holidays, but I would prefer to be in Beijing.",To negotiate the location aspect of the offer while accepting other terms.,25.0,Sales,3.0,Tokyo,Amazon
ji,88d41af8-1d6e-11e9-b7ed-6c96cfdf0295,5,recruiter,I agree to $25 an hour and 4 weekly holidays if you go to Sydney?,To counter-offer with a slight modification to the terms.,25.0,Sales,3.0,Tokyo,Amazon
ji,88d4da4c-1d6e-11e9-b5b8-6c96cfdf0295,0,worker,Hello,Greet the recruiter and initiate conversation,35.0,Engineer,4.0,Tokyo,Google
ji,88d4da4c-1d6e-11e9-b5b8-6c96cfdf0295,1,recruiter,"Hello, are you there?",Confirm the presence of the worker and engage in conversation,35.0,Engineer,4.0,Tokyo,Google
ji,88d4da4c-1d6e-11e9-b5b8-6c96cfdf0295,2,worker,I really want to be an engineer at Google,Express desire to work as an engineer at Google,35.0,Engineer,4.0,Tokyo,Google
ji,88d4da4c-1d6e-11e9-b5b8-6c96cfdf0295,3,recruiter,"I would like to negotiate, ok lets see how we could work this so we are both happy.",Express willingness to negotiate and find a mutually beneficial agreement,35.0,Engineer,4.0,Tokyo,Google
ji,88d4da4c-1d6e-11e9-b5b8-6c96cfdf0295,4,worker,And I need a salary of $50 an hour,State salary requirement of $50 an hour,35.0,Engineer,4.0,Tokyo,Google
ji,88d59dd8-1d6e-11e9-b069-6c96cfdf0295,0,recruiter,hi there,Initiate conversation,22.0,Sales,4.0,Sydney,Facebook
ji,88d59dd8-1d6e-11e9-b069-6c96cfdf0295,1,worker,hi,Respond to greeting,22.0,Sales,4.0,Sydney,Facebook
ji,88d59dd8-1d6e-11e9-b069-6c96cfdf0295,2,recruiter,how about a salary of 19,Propose a salary offer,22.0,Sales,4.0,Sydney,Facebook
ji,88d59dd8-1d6e-11e9-b069-6c96cfdf0295,3,worker,I was thinking 24.,Counter the salary offer,22.0,Sales,4.0,Sydney,Facebook
ji,88d59dd8-1d6e-11e9-b069-6c96cfdf0295,4,recruiter,how about a salary of $19,Repeat the salary offer for clarity,22.0,Sales,4.0,Sydney,Facebook
ji,88d59dd8-1d6e-11e9-b069-6c96cfdf0295,5,recruiter,sorry-did not see that I can do 21,Apologize and make a revised salary offer,22.0,Sales,4.0,Sydney,Facebook
ji,88d59dd8-1d6e-11e9-b069-6c96cfdf0295,6,worker,I'd be happy with 22.,Negotiate for a slightly higher salary,22.0,Sales,4.0,Sydney,Facebook
ji,88d59dd8-1d6e-11e9-b069-6c96cfdf0295,7,recruiter,"okay, 22. How about a job at Facebook as an engineer",Agree to the salary and propose a job position,22.0,Sales,4.0,Sydney,Facebook
ji,88d59dd8-1d6e-11e9-b069-6c96cfdf0295,8,recruiter,*engineer,Correct a typo in the job position,22.0,Sales,4.0,Sydney,Facebook
ji,88d59dd8-1d6e-11e9-b069-6c96cfdf0295,9,worker,I was looking for sales with Google.,Express preference for a different job and company,22.0,Sales,4.0,Sydney,Facebook
ji,88d59dd8-1d6e-11e9-b069-6c96cfdf0295,10,recruiter,i can not do that it would have to be facebook engineer with holiday of 5 days a week,State inability to meet the worker's preference and reiterate the offer,22.0,Sales,4.0,Sydney,Facebook
ji,88d63b62-1d6e-11e9-999f-6c96cfdf0295,0,worker,I am a manager.,To inform the recruiter of their current job position,35.0,Manager,3.0,Tokyo,Amazon
ji,88d63b62-1d6e-11e9-999f-6c96cfdf0295,1,recruiter,How do you feel about a manager at Amazon?,To inquire about the worker's feelings towards a managerial position at Amazon,35.0,Manager,3.0,Tokyo,Amazon
ji,88da184a-1d6e-11e9-8f86-6c96cfdf0295,0,worker,hello,Initiate conversation,25.0,Engineer,3.0,Beijing,Apple
ji,88da184a-1d6e-11e9-8f86-6c96cfdf0295,1,worker,I'm looking for a job!,Express desire to find employment,25.0,Engineer,3.0,Beijing,Apple
ji,88da184a-1d6e-11e9-8f86-6c96cfdf0295,2,recruiter,HI,Acknowledge worker's greeting,25.0,Engineer,3.0,Beijing,Apple
ji,88da184a-1d6e-11e9-8f86-6c96cfdf0295,3,recruiter,YOU'VE COME TO THE RIGHT PLACE,Express willingness to assist in job search,25.0,Engineer,3.0,Beijing,Apple
ji,88da184a-1d6e-11e9-8f86-6c96cfdf0295,4,worker,oh good! I hope we can come to an agreement that meets both of our needs,Express hope for a mutually beneficial agreement,25.0,Engineer,3.0,Beijing,Apple
ji,88da184a-1d6e-11e9-8f86-6c96cfdf0295,5,recruiter,I DO TOO,Agree with worker's hope for a beneficial agreement,25.0,Engineer,3.0,Beijing,Apple
ji,88dac63a-1d6e-11e9-a3fe-6c96cfdf0295,0,recruiter,"Hello,   I was looking at starting you off as a Engineer for Google is that something you are interested in?",To offer a job position and gauge the worker's interest,35.0,Engineer,4.0,Sydney,Google
ji,88dac63a-1d6e-11e9-a3fe-6c96cfdf0295,1,worker,I would be more interested as a Manager for Facebook,To express a preference for a different position and company,35.0,Engineer,4.0,Sydney,Google
ji,88dac63a-1d6e-11e9-a3fe-6c96cfdf0295,2,recruiter,Unfortunately we are no longer hiring for that I could offer you sales at google?,To inform the worker that the preferred position is unavailable and offer an alternative,35.0,Engineer,4.0,Sydney,Google
ji,88dac63a-1d6e-11e9-a3fe-6c96cfdf0295,3,recruiter,Engineer does pay more!,To persuade the worker by highlighting the higher pay of the Engineer position,35.0,Engineer,4.0,Sydney,Google
ji,88dac63a-1d6e-11e9-a3fe-6c96cfdf0295,4,worker,No thank you. I would prefer the Engineer at Google position over that one. My most important of aspect of a job is Position & Company.,To decline the sales position and express a preference for the Engineer position at Google,35.0,Engineer,4.0,Sydney,Google
ji,88db7034-1d6e-11e9-a7fe-6c96cfdf0295,0,recruiter,good afternoon,To greet the worker and initiate the conversation.,47.0,Engineer,4.0,Tokyo,Google
ji,88db7034-1d6e-11e9-a7fe-6c96cfdf0295,1,worker,Hi,To acknowledge the greeting and reciprocate.,47.0,Engineer,4.0,Tokyo,Google
ji,88db7034-1d6e-11e9-a7fe-6c96cfdf0295,2,worker,I am interested in the position in Sydney,To express interest in the job position located in Sydney.,47.0,Engineer,4.0,Tokyo,Google
ji,88db7034-1d6e-11e9-a7fe-6c96cfdf0295,3,recruiter,any idea what we are doing,To inquire if the worker understands the job role or responsibilities.,47.0,Engineer,4.0,Tokyo,Google
ji,88db7034-1d6e-11e9-a7fe-6c96cfdf0295,4,worker,I have a B.A. in Business and am an experienced manager,To provide information about their qualifications and experience.,47.0,Engineer,4.0,Tokyo,Google
ji,88db7034-1d6e-11e9-a7fe-6c96cfdf0295,5,recruiter,how many days vacation?,To inquire about the worker's vacation preferences.,47.0,Engineer,4.0,Tokyo,Google
